web-scraper-order,web-scraper-start-url,Pages,Pages-href,Definitions
"1588585620-39567","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Роговица (роговая оболочка) - передняя прозрачная часть наружной оболочки глаза, одна из его светопреломляющих сред."
"1588585624-39716","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Осмос (от греч. ""толчок"", ""давление""), односторонняя диффузия растворителя через полупроницаемую перегородку (мембрану), обусловленная стремлением системы к термодинамическому равновесию и выравниванию концентрации растворов по обе стороны мембраны. Характеризуется осмотическим давлением."
"1588585596-39211","https://petroleks.ru/dictionaries/dict_med.php","Ю","https://petroleks.ru/dictionaries/dict_med27.php","Ювенильные кровотечения  - маточные кровотечения, возникающие в период полового созревания."
"1588585616-39402","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Тонография глаза  - способ измерения в динамике (в течение 4-5 минут) и графической записи величины внутриглазного давления с помощью электронного тонографа."
"1588585624-39707","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Онихомикоз - заболевание ногтей, вызываемое различи ы ми видами паразитических грибов; ногти темнеют, становятся сухими, неровными, ломкими."
"1588585635-39944","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Источник возбудителя инфекции заражает здоровых при соприкосновении, через рот (с водой и пищей), воздух (с капельками слюны и слизи), членистоногих переносчиков."
"1588585644-40019","https://petroleks.ru/dictionaries/dict_med.php","Д","https://petroleks.ru/dictionaries/dict_med5.php","Диффузный - распространенный."
"1588585618-39423","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Саливация - то же, что слюноотделение."
"1588585622-39597","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пароксизм (от греч. ""возбуждение"", ""раздражение"") - 1. Приступ или внезапное обострение болезни;
 2. Бурная эмоция (например, пароксизм смеха, гнева)."
"1588585620-39537","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Ректороманоскопия - метод исследования: осмотр внутренней поверхности и полости толстой кишки с помощью специального аппарата с оптической и осветительной системами."
"1588585620-39536","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Реконвалесцепция - выздоровление."
"1588585618-39486","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Смерть - прекращение жизнедеятельности организма, гибель его. У человека связана прежде всего с прекращением дыхания и кровообращения. Различают 2 основных этапа: клиническую смерть и следующую за ней биологическую, или истинную смерть - необратимое прекращение физиологических процессов в клетках и тканях."
"1588585622-39615","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Перистальтика  - волнообразное сокращение стенок полых трубчатых органов (кишок, желудка, мочеточников и др.), способствующее продвижению их содержимого к выходным отверстиям."
"1588585609-39305","https://petroleks.ru/dictionaries/dict_med.php","Х","https://petroleks.ru/dictionaries/dict_med21.php","Хинолин - бесцветная жидкость, содержится в каменно-угольной смоле. Производные хинолина применяются как лекарственные средства, например, атофан, энтеросептол, хинозол."
"1588585622-39677","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Протеин - белок, состоящий только из остатков аминокислотг. К протеинам относятся многие ферменты. Часто термин ""протеины"" употребляют как синоним белков."
"1588585611-39352","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Флегмона (от греч. ""жар"") - гнойное воспаление клетчатки (подкожной, межмышечной и т.п.) без четких границ. Выражается в болезненной припухлости, красноте кожи, отеке окружающих тканей, воспалении ближайших лимфатических желез."
"1588585622-39679","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Протеинурия (альбуминурия) - выделение белка с мочой при нарушении деятельности почек (нефрит, острые инфекции, отравления и тд.) Иногда наблюдается у здоровых людей, например, после тяжелой физической работы."
"1588585646-40099","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Глоссит - воспаление языка, острое или хроническое, поверхностное или глубокое. Причины: травмы, стоматит, грипп, корь, скарлатина, болезни крови, авитаминозы и др. заболевания."
"1588585611-39357","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Флюс - острый гнойный периостит челюсти - поддесневый гнойник с отеком окружающей ткани."
"1588585629-39785","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Менструация  - ежемесячное кровотечение из матки женщины, достигшей половой зрелости. При беременности менструации отсутствуют"
"1588585611-39351","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Флеболит - обызвествленный тромб, последствие перенесенного тромбофлебита."
"1588585618-39512","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Стекловидное тело - прозрачное студневидное вещество, окруженное мембраной, заполняет полость глаза между сетчаткой и хрусталиком. Одна из светопреломляющих сред глаза."
"1588585646-40055","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Генерализованный - распространенный по всему организму (генерализованный инфекционный процесс - сепсис)."
"1588585622-39657","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Посткоитальные контрацептивы  - контрацептивные препараты, которые нужно принимать после полового акта."
"1588585627-39758","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Нервный узел  - то же, что и ганглий."
"1588585646-40068","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гипервитаминозы - интоксикация, обусловленная передозировкой витаминов."
"1588585646-40035","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гемограмма - результаты количественного и качественного исследования крови."
"1588585635-39902","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Идиосинкразия - повышенная чувствительность к определенным веществам (в т.ч. небелковой природы, например, к йоду) или воздействиям. Часто возникает после первого контакта с раздражителем. Проявления: отек кожи, крапивница и др., см. Аллергия."
"1588585611-39339","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фибрин - нерастворимый белок, образующийся в процессе свертывания крови. Нити фибрина, полимеризуясь, образуют основу тромба, останавливающего кровотечение."
"1588585631-39853","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лимфогранулематоз паховый - хроническое вирусное заболевание, передается половым путем. Характеризуется воспалением и нагноением паховых и бедренных лимфатических узлов. Осложнения: нарушение лимфообращения, слоновость, кольцевидные сужения прямой кишки и др."
"1588585622-39624","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пиелография - метод рентгенологического исследования лоханок и чашечек почек после заполнения их контрастным веществом."
"1588585635-39916","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Иммунодепрессанты (иммунодепрессивные средства, иммуносуппрессоры) - лекарственные средства, угнетающие иммунологические реакции организма (глюкокортикоиды, цитостатики и др.)."
"1588585646-40105","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гормональная контрацепция - метод контрацепции, заключающийся в гормональном подавлении овуляции. Бывает оральная контрацепция и пролонгированная (имплантанты и инъекции)."
"1588585646-40054","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Генезис - момент зарождения и последующего развития, приведший к определенному состоянию, виду, явлению."
"1588585622-39669","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Проктология  - раздел клинической медицины, изучающей болезни прямой кишки и хирургические заболевания других отделов толстого кишечника."
"1588585622-39619","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Перфорация  - нарушение целостности органа, появление отверстия в результате заболевания, травмы и т.д. Является показанием для экстренной операции, т.к. может повлечь за собой смерть."
"1588585616-39406","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Транквилизаторы  - психотропные средства, уменьшающие чувство напряжения, тревоги, страха."
"1588585627-39737","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Наркоз - искусственно вызываемый глубокий сон с потерей сознания и болевой чувствительности. Применяют с целью обезболивания при операциях; достигается воздействием на центральную нервную систему различными наркотическими средствами, которые вводят в организм путем дыхания (ингаляционный наркоз), внутривенно, внутримышечно, в прямую кишку (неингаляционный наркоз)."
"1588585611-39342","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фибропласты - основная клеточная форма соединительной ткани человека. Образует волокна и основное вещество этой ткани, при воспалении участвует в закрытии ран, развитии рубцов."
"1588585633-39898","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Кровообращение - движение крови по кровеносной системе, обуславливаемое главным образом сокращениями сердца. У человека замкнутый круг кровообращения: большой круг начинается от левого желудочка сердца и заканчивается в правом предсердии (снабжает кровью все тело), малый, или легочный круг, начинается от правого желудочка и заканчивается в левом предсердии."
"1588585633-39889","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Крапивница - болезнь, характеризующаяся внезапным распространенным высыпанием зудящих волдырей, окруженных зоной артериальной гиперемии; обычно имеет аллергическую природу."
"1588585618-39451","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сигнатура - часть рецепта с указанием способа употребления лекарства."
"1588585599-39258","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эритема - ограниченное или разлитое покраснение кожи при воздействии различных факторов (механических, химических, инфекционных и т.д.)."
"1588585624-39713","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Ортопедия - раздел медицины, изучающий врожденные и приобретенные деформации и нарушения функций опорно-двигательного аппарата и разрабатывающий методы их лечения и профилактики."
"1588585622-39581","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Паранефрит - воспалительный процесс в околопочечной клетчатке, возникающий после травмы или заноса микробов с током крови или лимфы из очага инфекции в организме."
"1588585611-39369","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фундальные железы (от лат. ""дно"") - трубчатые железы в слизистой оболочке главным образом дна желудка. Вырабатывают пепсиноген, соляную кислоту, слизь и др."
"1588585611-39354","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Флюктуация (колебание) - признак, свидетельствующий о скоплении жидкости в патологических полостях (абсцесс, гематома). Появление флюктуации в твердом воспалительном очаге указывает на его гнойное расплавление (абсцедирование) и служит показанием для оперативного вмешательства. Флюктуация объясняется наличием жидкости, заключенной в полость с эластичными стенками, которая передает толчок в виде волны от одной стенки по всем направлениям. Чем тоньше стенки полости и чем ближе к поверхности она расположена, тем отчетливее передается флюктуация. При массивных стенках полости и ее глубоком расположении обнаружить флюктуацию трудно или даже невозможно. Для обнаружения флюктуации патологического образования применяют пальпацию двумя руками. При наличии скопления жидкости легкие толчки, производимые одной рукой, отчетливо воспринимаются другой."
"1588585627-39745","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Нейросекреция - свойство некоторых нервных клеток вырабатывать и выделять в кровь или тканевую жидкость физиологически активные продукты - нейрогормоны. Осуществляет главным образом гипоталамус."
"1588585631-39852","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лимфогранулематоз - опухолевое заболевание лимфатической системы с увеличением лимфатических узлов и селезенки."
"1588585605-39288","https://petroleks.ru/dictionaries/dict_med.php","Ч","https://petroleks.ru/dictionaries/dict_med23.php","Чешуйки — вторичные элементы кожных сыпей, состоящие из отторгающихся opоговевающих клеток эпидермиса."
"1588585609-39308","https://petroleks.ru/dictionaries/dict_med.php","Х","https://petroleks.ru/dictionaries/dict_med21.php","Хлоазма  - пигментные пятна, преимущественно на лице (во время беременности, при некоторых заболеваниях женской половой сферы, глистных заболеваниях)."
"1588585618-39517","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Стоматология - область клинической медицины, изучающая болезни зубов, полости рта, челюстей и пограничных областей лица и шеи. Включает терапевтическую, хирургическую, ортопедическую стоматологию и стоматологию детского возраста."
"1588585622-39688","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Психика (от греч. ""душевный""), свойство высокоорганизованной материи, являющееся особой формой отражения действительности. Результат взаимодействия с окружающей средой. Психическая деятельность: сознание, ощущение, восприятие, память, чувства, воля, мышление и т.д. Психоаналептикн - то же, что и психостимулирующие средства."
"1588585646-40050","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гемофилия - тяжелое наследственное заболевание, проявляющееся кровоточивостью. Болеют главным образом мужчины, женщины-лишь носители мутантного гена и передают гемофилию сыновьям."
"1588585599-39231","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Электрокоакуляция  - метод прижигания тканей главным образом переменным током высокой частоты - диатермокоагуляция (для остановки кровотечеия при операциях, лечения эрозий шейки матки и др.)."
"1588585616-39415","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Тромбоциты  - клетки крови, участвующие в процессе свертывания крови. При снижении их количества - тромбоцитопении - наблюдается склонность к кровотечениям; причины - менструации, заболевания крови."
"1588585622-39592","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Паренхима  - главная функциональная ткань печени, селезенки, легкого и некоторых других органов. В отличие от стромы, которая образуется из соединительной ткани, паренхима может быть представлена разными видами ткани: кроветворной (например, селезенка), эпителиальной (печень, почки), нервными клетками (нервные узлы) и др."
"1588585633-39896","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Кроветворение  - образование, развитие и созревание клеток крови. Непрерывный процесс, обусловленный коротким жизненным циклом большинства кровяных клеток."
"1588585646-40073","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гиперосмия - болезненное обострение обоняния при некоторых заболеваниях центральной нервной системы (неврозы, опухоли головного мозга и тд.)."
"1588585599-39230","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эластические волокна - волокна соединительной ткани, состоящие в основном из эластина. В отличие от коллагеновых волокон, менее прочны на разрыв и более растяжимы, выполняют опорно-механическую функцию. Имеются в стенках кровеносных сосудов, эластич. хрящах."
"1588585599-39266","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эякуляция  - выведение спермы из мужского организма во время полового акта, то же, что и семяизвержение."
"1588585629-39801","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Микседема (от греч. слизь и отек, опухание) - эндокринное заболевание, обусловленное врожденным или приобретенным (например, после оперативного удаления щитовидной железы) тяжелым гипотиреозом. Признаки: отек кожи, выпадение волос, снижение умственных способностей."
"1588585611-39324","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фавус (парша) - дерматомикоз волосистой части головы, реже гладкой кожи и ногтей, преимущественно у детей. Заражение от больных или через инфицированные предметы. Проявления: корочкоподобные желтые наслоения (скутулы) и очаги облысения."
"1588585622-39604","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Патология  - 1. Любое отклонение от нормы. 2. Область теоретической и клинической медицины, изучающая патологические процессы (общая патология) и отдельные заболевания (частная патология); включает патологическую анатомию, патологическую физиологию и т.д."
"1588585637-39961","https://petroleks.ru/dictionaries/dict_med.php","З","https://petroleks.ru/dictionaries/dict_med8.php","Зачатие — начало формирования и развития нового организма после соединения созревшей яйцеклетки со сперматозоидом."
"1588585646-40075","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гиперреактивность бронхов - усиленная реакция бронхов у больных бронхиальной астмой."
"1588585603-39276","https://petroleks.ru/dictionaries/dict_med.php","Ш","https://petroleks.ru/dictionaries/dict_med24.php","Шишковидное тело (пинеальная железа, шишковидная железа, эпифиз) — железа внутренней секреции нейроглиального происхождения."
"1588585646-40060","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Герпес - поражение кожи, так называемая ""лихорадка"", чаще на губах."
"1588585618-39455","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Симпатомиметики - лекарственные средства, оказывающие стимулирующее воздействие на симпатическую часть нервной системы."
"1588585599-39235","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эмфизема легких - расширение легких с уменьшением их подвижности, нарушением функций дыхания и кровообращения. Причины: хронический бронхит, бронхиальная астма и др. Проявления; одышка, цианоз, кашель и др."
"1588585633-39867","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Кетотифен - международное название препарата для профилактики обострения аллергии."
"1588585622-39622","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пигментация - окрашивание тканей и их производных (волос, кожи), обусловленное красящими веществами - пигментами."
"1588585618-39434","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Семенник  - мужская половая железа, в которой образуются половые клетки - сперматозоиды и половые гормоны. У человека обычно называются яичками."
"1588585599-39222","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Экстаз - высшая степень восторга, воодушевления, иногда на грани исступления."
"1588585618-39481","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Слизь - жидкий секрет, продуцируемый особыми железами."
"1588585627-39747","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Нейтропения - снижение содержания в крови нейтрофилов."
"1588585616-39420","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Тургор - внутреннее гидростатическое давление в живой клетке, вызывающее напряжение клеточной оболочки. Снижением тургора сопровождаются процессы распада, увядания и старения клеток."
"1588585599-39243","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эндометрит - воспаление слизистой оболочки тела матки. Вызывается стафилококком, стрептококком или гонококком, кишечной палочкой и некоторыми другими микробами."
"1588585618-39470","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Склера - наружная оболочка глаза, плотная, выполняющая опорную и защитную функции. К склере прикрепляются сухожилия глазодвигательных мышц."
"1588585648-40116","https://petroleks.ru/dictionaries/dict_med.php","В","https://petroleks.ru/dictionaries/dict_med3.php","Вегетация - разрастание какой-либо ткани."
"1588585622-39621","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Печень  - самая крупная железа. Участвует в процессах пищеварения, обмена веществ, кровообращения, обеспечивает постоянство внутренней среды организма. Клетки печени синтезируют желчь. В печени происходит синтез и расщепление белков, жиров, углеводов (регулирует уровень сахара в крови), витаминов (образуется и накапливается витамин А) и др. веществ. Из ""обменного фонда"" печени организм получает многие необходимые вещества; в ней освобождается 1/7 часть всей его энергии. Печень - депо крови: сосуды печени человека могут задерживать около 20% ее; через печень протекает в 1 мин около 1,5 л крови."
"1588585631-39851","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лимфатические узлы - овальные органы, расположенные по ходу лимфатических сосудов. Вырабатывают антитела и лимфоциты, задерживают и обезвреживают бактерии, токсины (биологический фильтр лимфы)."
"1588585646-40078","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гипертермия - перегревание организма. У человека при температуре тела свыше 41-42оС может наступить тепловой удар. Искусственно гипертермию вызывают наружным воздействием горячего воздуха, воды, песка и других сред, применяемых при лечении некоторых заболеваний."
"1588585648-40122","https://petroleks.ru/dictionaries/dict_med.php","В","https://petroleks.ru/dictionaries/dict_med3.php","Вирусы - мельчайшие неклеточные частицы, состоящие из нуклеиновой кислоты (ДНК и РНК) и белковой оболочки. Являются внутриклеточными паразитами. Размножаясь только в живых клетках, они используют их ферментативный аппарат и переключают клетку на синтез своих зрелых вирусных частиц - вирионов. Распространены повсеместно: вызывают болезни растений, животных и человека."
"1588585637-39954","https://petroleks.ru/dictionaries/dict_med.php","З","https://petroleks.ru/dictionaries/dict_med8.php","Задний мозг — часть головного мозга, состоящая из моста и мозжечка."
"1588585646-40103","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гонорея (триппер) - венерическое заболевание. Передается, в основном, половым путем."
"1588585635-39945","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Инфильтрат  - местное уплотнение и увеличение объема тканей вследствие скопления в них крови (при воспалении), опухолевых клеток (опухолевый инфильтрат) и др."
"1588585633-39882","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Конъюнктива  - соединительнотканная прозрачная оболочка глаза; покрывает заднюю поверхность век и переднюю часть глаза до роговицы."
"1588585618-39490","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Соединительная ткань - одна из основных групп ткани, из которой образованы кости, хрящи, жировая ткань, кровь, лимфа, связки, сухожилия, и др."
"1588585631-39850","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лимфатические сосуды - транспортные пути лимфатической системы, образующиеся при слиянии лимфатических капилляров. По лимфатическим сосудам происходит отток лимфы из органов и тканей в вены."
"1588585624-39722","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Остеотомия - операция рассечения кости, обычно для исправления врожденных или приобретенных деформаций."
"1588585646-40081","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гипертрофия - увеличение объема органа или части тела: мышц у атлетов, матки при беременности. Патологическая гипертрофия - увеличение миокарда при пороках сердца."
"1588585611-39327","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фагоцитоз  - активный захват и поглощение живых клеток одноклеточными организмами или особыми клетками - фагоцитами. Фагоцитоз - одна из защитных реакций организма, главным образом при воспалении."
"1588585622-39655","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Половые гормоны - регулируют развитие и функции половых органов, развитие вторичных половых признаков, половое влечение и поведение. Многосторонне влияют на организм, например, на развитие мышц и скелета. Вырабатываются главным образом половыми железами - семенниками и яичниками. Как мужские половые гормоны (андрогены), так и женские (эстрогены и прогестерон) образуются у особей обоих полов, но в различных соотношениях. По химической природе - стероиды и полипептиды."
"1588585644-39988","https://petroleks.ru/dictionaries/dict_med.php","Д","https://petroleks.ru/dictionaries/dict_med5.php","Дегидратация  - удаление из организма избыточной жидкости. Дезинтоксикационная терапия -- комплекс лечебных мер, имеющих целью немедленное выведение яда из организма или его обезвреживание."
"1588585613-39373","https://petroleks.ru/dictionaries/dict_med.php","У","https://petroleks.ru/dictionaries/dict_med19.php","Уртикарная сыпь  - возвышающиеся над поверхностью кожи отечные элементы (волдыри) ярко-розового цвета размером от 0,5 до нескольких сантиметров, сильно зудящие; они быстро бесследно исчезают (в течение нескольких часов или дней). Обусловлены остро развивающимся отеком кожи, обычно имеют аллергическую природу."
"1588585599-39253","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эпизоотический ареал  - место пребывания источника возбудителя инфекции."
"1588585624-39698","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Облитерация - заращение полости или просвета какого-либо трубчатого органа, сосуда. Может быть врожденной или приобретенной (например, воспаления, тромбоза)."
"1588585650-40141","https://petroleks.ru/dictionaries/dict_med.php","Б","https://petroleks.ru/dictionaries/dict_med2.php","Брадикардия - уменьшение частоты сердечных сокращений ниже 60 ударов в 1 минуту. Может быть обусловлена конституцией человека или явиться следствием различных заоолевании."
"1588585637-39966","https://petroleks.ru/dictionaries/dict_med.php","З","https://petroleks.ru/dictionaries/dict_med8.php","Зооантропонозы— группа инфекционных и инвазионных болезней животных, которыми болеет и человек."
"1588585629-39777","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Медиатор - посредник, передатчик."
"1588585622-39573","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Панкреатит  - острое или хроническое заболевание поджелудочной железы."
"1588585629-39793","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Микозы - болезни, вызываемые паразитическими грибами. Различают микозы кожи (дерматомикозы) и микозы внутренних органов. Некоторыми микозами болеют только люди или животные, другими человек заражается от животных (например, микроспорией)."
