,Targ,KwMult,KwNorm
58,"Ретинопатия - поражение сетчатой оболочки (ретины) глаза при кислородном голодании и расстройстве питания сетчатки в связи с сосудистыми и обменными нарушениями (гипертоническая болезнь, сахарный диабет и др.).","{'сахарн': 0.007661231513977942, 'диабет': 0.007661231513977942, 'др': 0.0006532833073934679, 'оболочк': 0.0012039078093393908, 'болезн': 0.0009260829302610698, 'нарушен': 0.0012965161023654978, 'расстройств': 0.00702279555447978, 'поражен': 0.00312124246865768, 'глаз': 0.002718501504959915, 'ретинопат': 0.08427354665375736, 'сетчат': 0.08427354665375736, 'ретин': 0.02809118221791912, 'кислородн': 0.01685470933075147, 'голодан': 0.01685470933075147, 'питан': 0.01404559110895956, 'сетчатк': 0.00702279555447978, 'связ': 0.006019539046696954, 'сосудист': 0.01053419333171967, 'обмен': 0.01685470933075147, 'гипертоническ': 0.02809118221791912}","{'сахарн': 0.022236941520897523, 'диабет': 0.022236941520897523, 'оболочк': 0.003494376524712468, 'болезн': 0.0026879819420865137, 'нарушен': 0.003763174718921119, 'расстройств': 0.02038386306082273, 'поражен': 0.009059494693698992, 'глаз': 0.007890527636447509, 'ретинопат': 0.24460635672987277, 'сетчат': 0.24460635672987277, 'ретин': 0.08153545224329092, 'кислородн': 0.04892127134597455, 'голодан': 0.04892127134597455, 'питан': 0.04076772612164546, 'сетчатк': 0.02038386306082273, 'связ': 0.01747188262356234, 'сосудист': 0.030575794591234096, 'обмен': 0.04892127134597455, 'гипертоническ': 0.08153545224329092}"
59,"Генный - часть сложных слов, означающая: происходящий от чего-либо, образующий что-либо (например, канцероген, канцерогенный).","{'част': 0.001053419333171967, 'образовыва': 0.001478483274627322, 'сложн': 0.01053419333171967, 'например': 0.0008687994500387356, 'либ': 0.0029059843673709435, 'ген': 0.012039078093393909, 'слов': 0.01685470933075147, 'означа': 0.02809118221791912, 'происход': 0.00468186370298652, 'канцерог': 0.08427354665375736, 'канцероген': 0.08427354665375736}","{'част': 0.004263909488269254, 'образовыва': 0.005984434369500708, 'сложн': 0.042639094882692546, 'например': 0.0035166263820777355, 'либ': 0.011762508933156564, 'ген': 0.04873039415164863, 'слов': 0.06822255181230806, 'означа': 0.11370425302051346, 'происход': 0.018950708836752244, 'канцерог': 0.34111275906154037, 'канцероген': 0.34111275906154037}"
60,Биопсия - прижизненное иссечение кусочка ткани или органа с диагностической целью.,"{'орга': 0.000543700300991983, 'ткан': 0.0006019539046696954, 'ил': 0.0003956504537735087, 'цел': 0.00351139777723989, 'иссечен': 0.04213677332687868, 'биопс': 0.08427354665375736, 'прижизнен': 0.08427354665375736, 'кусочек': 0.08427354665375736, 'диагностическ': 0.00936372740597304}","{'цел': 0.011406844106463879, 'иссечен': 0.13688212927756654, 'биопс': 0.2737642585551331, 'прижизнен': 0.2737642585551331, 'кусочек': 0.2737642585551331, 'диагностическ': 0.030418250950570346}"
61,Споровики - класс одноклеточных животных типа простейших. Преимущественно внутриклеточные паразиты. Вызывают малярию и др. заболевания.,"{'заболеван': 0.0004506606772928201, 'вызыва': 0.0014529921836854717, 'др': 0.0006532833073934679, 'животн': 0.003009769523348477, 'параз': 0.01053419333171967, 'преимуществен': 0.00312124246865768, 'одноклеточн': 0.01685470933075147, 'тип': 0.0049572674502210215, 'споровик': 0.04213677332687868, 'класс': 0.01685470933075147, 'прост': 0.00936372740597304, 'внутриклеточн': 0.01685470933075147, 'маляр': 0.01685470933075147}","{'заболеван': 0.0031492985560423094, 'вызыва': 0.010153772930688136, 'др': 0.004565262247906294, 'животн': 0.021032815356425424, 'параз': 0.07361485374748898, 'преимуществен': 0.021811808517774516, 'одноклеточн': 0.11778376599598236, 'тип': 0.03464228411646541, 'споровик': 0.2944594149899559, 'класс': 0.11778376599598236, 'прост': 0.06543542555332355, 'внутриклеточн': 0.11778376599598236, 'маляр': 0.11778376599598236}"
62,"Гемоглобин - красный дыхательный пигмент крови. Состоит из белка (глобина) и железосодержащего соединения (гема). Переносит кислород от органов дыхания к тканям и углекислый газ от тканей к дыхательным органам. Многие заболевания крови (анемия) связаны с нарушениями строения гемоглобина, в т.ч. и наследственными.","{'кров': 0.0005333768775554263, 'заболеван': 0.0004506606772928201, 'орга': 0.000543700300991983, 'ткан': 0.0006019539046696954, 'т': 0.0015900669179954219, 'кислород': 0.006482580511827489, 'соединен': 0.004435449823881966, 'ч': 0.01685470933075147, 'связыва': 0.005618236443583824, 'нарушен': 0.0012965161023654978, 'дыхательн': 0.005618236443583824, 'мног': 0.00468186370298652, 'наследствен': 0.004213677332687868, 'состоя': 0.0025537438379926473, 'белк': 0.00702279555447978, 'анем': 0.00936372740597304, 'гемоглобин': 0.007661231513977942, 'красн': 0.008427354665375735, 'пигмент': 0.007661231513977942, 'глобин': 0.08427354665375736, 'железосодержа': 0.08427354665375736, 'гем': 0.08427354665375736, 'перенос': 0.012039078093393909, 'дыхан': 0.005267096665859835, 'углекисл': 0.02106838666343934, 'газ': 0.01685470933075147, 'строен': 0.012039078093393909}","{'т': 0.003844730860564159, 'кислород': 0.01567467196999234, 'соединен': 0.010724775558415812, 'ч': 0.04075414712198008, 'связыва': 0.013584715707326696, 'нарушен': 0.003134934393998468, 'дыхательн': 0.013584715707326696, 'мног': 0.011320596422772247, 'наследствен': 0.01018853678049502, 'состоя': 0.0061748707760575896, 'белк': 0.016980894634158368, 'анем': 0.022641192845544493, 'гемоглобин': 0.018524612328172766, 'красн': 0.02037707356099004, 'пигмент': 0.018524612328172766, 'глобин': 0.20377073560990044, 'железосодержа': 0.20377073560990044, 'гем': 0.20377073560990044, 'перенос': 0.029110105087128635, 'дыхан': 0.012735670975618778, 'углекисл': 0.05094268390247511, 'газ': 0.04075414712198008, 'строен': 0.029110105087128635}"
63,"Миокардит - группа воспалительных заболеваний сердечной мышцы, преимущественно инфекционно-аллергической природы (например, при ревматизме, скарлатине), острых или хронических. Проявляется одышкой, сердцебиением, аритмией, болями в сердце.","{'заболеван': 0.0004506606772928201, 'ревматизм': 0.01404559110895956, 'мышц': 0.0017198682990562726, 'сердечн': 0.003009769523348477, 'сердц': 0.001755698888619945, 'природ': 0.006019539046696954, 'ил': 0.0003956504537735087, 'хроническ': 0.00351139777723989, 'групп': 0.0029059843673709435, 'остр': 0.0025537438379926473, 'инфекцион': 0.001652422483407007, 'например': 0.0008687994500387356, 'преимуществен': 0.00312124246865768, 'миокард': 0.007661231513977942, 'воспалительн': 0.00351139777723989, 'аллергическ': 0.006019539046696954, 'скарлатин': 0.04213677332687868, 'проявля': 0.00702279555447978, 'одышк': 0.02106838666343934, 'сердцебиен': 0.02809118221791912, 'аритм': 0.02809118221791912, 'бол': 0.003830615756988971}","{'заболеван': 0.0023838448521388334, 'ревматизм': 0.0742964978916603, 'мышц': 0.009097530354080854, 'сердечн': 0.015920678119641495, 'сердц': 0.009287062236457538, 'природ': 0.03184135623928299, 'хроническ': 0.018574124472915076, 'групп': 0.015371689218964202, 'остр': 0.013508454162120057, 'инфекцион': 0.00874076445784239, 'например': 0.004595659663401669, 'преимуществен': 0.016510332864813404, 'миокард': 0.04052536248636017, 'воспалительн': 0.018574124472915076, 'аллергическ': 0.03184135623928299, 'скарлатин': 0.22288949367498093, 'проявля': 0.03714824894583015, 'одышк': 0.11144474683749046, 'сердцебиен': 0.1485929957833206, 'аритм': 0.1485929957833206, 'бол': 0.020262681243180085}"
64,"Патогенетическое лечение - направленное на механизмы развития болезни (например, назначение инсулина при сахарном диабете).","{'сахарн': 0.007661231513977942, 'диабет': 0.007661231513977942, 'лечен': 0.002217724911940983, 'болезн': 0.0009260829302610698, 'развит': 0.001652422483407007, 'например': 0.0008687994500387356, 'назначен': 0.02809118221791912, 'инсулин': 0.01053419333171967, 'патогенетическ': 0.08427354665375736, 'направля': 0.00936372740597304, 'механизм': 0.006482580511827489}","{'сахарн': 0.04796281797302565, 'диабет': 0.04796281797302565, 'лечен': 0.013883973623770583, 'болезн': 0.005797703271464639, 'развит': 0.010344921523593769, 'например': 0.005439082450549301, 'назначен': 0.17586366590109406, 'инсулин': 0.06594887471291028, 'патогенетическ': 0.5275909977032822, 'направля': 0.05862122196703136, 'механизм': 0.04058392290025248}"
65,Гиперкинез - непроизвольные движения при нарушениях нервной системы.,"{'систем': 0.0007661231513977942, 'нарушен': 0.0012965161023654978, 'нервн': 0.0006964755921798129, 'гиперкинез': 0.08427354665375736, 'непроизвольн': 0.02106838666343934, 'движен': 0.006482580511827489}","{'нарушен': 0.011461318051575931, 'гиперкинез': 0.7449856733524355, 'непроизвольн': 0.18624641833810887, 'движен': 0.05730659025787966}"
66,"Задний проход (син.: заднепроходной канал, анальный канал) — дистальньш отдел прямой кишки, заканчивающийся заднепроходным отверстием.","{'прям': 0.006019539046696954, 'кишк': 0.0019598499221804037, 'отдел': 0.004435449823881966, 'кана': 0.005618236443583824, 'задн': 0.007661231513977942, 'проход': 0.02106838666343934, 'син': 0.02809118221791912, 'заднепроходн': 0.02106838666343934, 'анальн': 0.08427354665375736, 'дистальньш': 0.08427354665375736, 'заканчива': 0.012039078093393909, 'отверст': 0.007661231513977942}","{'прям': 0.021182905086819977, 'кишк': 0.006896759795708829, 'отдел': 0.015608456379762086, 'кана': 0.01977071141436531, 'задн': 0.02696006101958906, 'проход': 0.07414016780386991, 'син': 0.09885355707182655, 'заднепроходн': 0.07414016780386991, 'анальн': 0.29656067121547963, 'дистальньш': 0.29656067121547963, 'заканчива': 0.04236581017363995, 'отверст': 0.02696006101958906}"
67,"Нервы связывают мозг и нервные узлы с другими органами и тканями тела. Совокупность нервов формирует периферическую нервную систему. У человека от головного мозга отходит 12 пар нервов, от спинного мозга -- 31 пара. Особую группу составляют нервы, берущие начало от узлов, стволов и сплетений вегетативной нервной системы.","{'орга': 0.000543700300991983, 'ткан': 0.0006019539046696954, 'составля': 0.006482580511827489, 'человек': 0.0010404141562192267, 'пар': 0.01404559110895956, 'систем': 0.0007661231513977942, 'друг': 0.0015322463027955884, 'связыва': 0.005618236443583824, 'групп': 0.0029059843673709435, 'тел': 0.0012768719189963237, 'нервн': 0.0006964755921798129, 'особ': 0.006482580511827489, 'мозг': 0.0012768719189963237, 'совокупн': 0.006019539046696954, 'узел': 0.003830615756988971, 'нерв': 0.0032412902559137446, 'формирова': 0.04213677332687868, 'периферическ': 0.012039078093393909, 'головн': 0.0032412902559137446, 'отход': 0.01685470933075147, '12': 0.01053419333171967, 'спин': 0.0049572674502210215, '31': 0.02809118221791912, 'брат': 0.08427354665375736, 'нача': 0.02106838666343934, 'ствол': 0.01404559110895956, 'сплетен': 0.012039078093393909, 'вегетативн': 0.012039078093393909}","{'составля': 0.020574852733175237, 'человек': 0.0033021368584108405, 'пар': 0.04457884758854634, 'друг': 0.004863147009659601, 'связыва': 0.017831539035418537, 'групп': 0.00922320984590614, 'тел': 0.004052622508049668, 'особ': 0.020574852733175237, 'мозг': 0.004052622508049668, 'совокупн': 0.019105220395091292, 'узел': 0.012157867524149003, 'нерв': 0.010287426366587618, 'формирова': 0.13373654276563904, 'периферическ': 0.038210440790182584, 'головн': 0.010287426366587618, 'отход': 0.05349461710625561, '12': 0.03343413569140976, 'спин': 0.015733710913604593, '31': 0.08915769517709268, 'брат': 0.2674730855312781, 'нача': 0.06686827138281952, 'ствол': 0.04457884758854634, 'сплетен': 0.038210440790182584, 'вегетативн': 0.038210440790182584}"
68,Игольный тест (прик-тест) - кожный тест для выявления источника аллергии.,"{'кожн': 0.005267096665859835, 'игольн': 0.08427354665375736, 'тест': 0.012039078093393909, 'прик': 0.08427354665375736, 'выявлен': 0.02106838666343934, 'источник': 0.01053419333171967, 'аллерг': 0.006482580511827489}","{'кожн': 0.023520289480485915, 'игольн': 0.37632463168777464, 'тест': 0.05376066166968209, 'прик': 0.37632463168777464, 'выявлен': 0.09408115792194366, 'источник': 0.04704057896097183, 'аллерг': 0.02894804859136728}"
69,"Иммунологическая структура населения - степень напряжения специфического иммунитета у членов определенных коллективов или контингентов населения к данной инфекционной (паразитарной) болезни, определяемая с помощью иммунологических тестов.","{'болезн': 0.0009260829302610698, 'ил': 0.0003956504537735087, 'инфекцион': 0.001652422483407007, 'помощ': 0.002718501504959915, 'определен': 0.003664067245815537, 'дан': 0.012039078093393909, 'тест': 0.012039078093393909, 'иммунологическ': 0.012039078093393909, 'структур': 0.006019539046696954, 'населен': 0.02106838666343934, 'степен': 0.02106838666343934, 'напряжен': 0.00936372740597304, 'специфическ': 0.012039078093393909, 'иммунитет': 0.004213677332687868, 'член': 0.02809118221791912, 'коллект': 0.08427354665375736, 'контингент': 0.08427354665375736, 'паразитарн': 0.02809118221791912, 'определя': 0.007661231513977942}","{'болезн': 0.0026365966378742597, 'инфекцион': 0.004704515569540346, 'помощ': 0.007739686904727666, 'определен': 0.010431751915067723, 'дан': 0.03427575629236538, 'тест': 0.03427575629236538, 'иммунологическ': 0.03427575629236538, 'структур': 0.01713787814618269, 'населен': 0.05998257351163941, 'степен': 0.05998257351163941, 'напряжен': 0.02665892156072863, 'специфическ': 0.03427575629236538, 'иммунитет': 0.011996514702327881, 'член': 0.07997676468218588, 'коллект': 0.23993029404655764, 'контингент': 0.23993029404655764, 'паразитарн': 0.07997676468218588, 'определя': 0.02181184491332342}"
70,"Везикула - элемент кожной сыпи, полушаровидный пузырек с прозрачным или мутноватым содержимым.","{'элемент': 0.003664067245815537, 'кожн': 0.005267096665859835, 'сып': 0.00936372740597304, 'пузырек': 0.02809118221791912, 'ил': 0.0003956504537735087, 'содержим': 0.01053419333171967, 'везикул': 0.08427354665375736, 'полушаровидн': 0.08427354665375736, 'прозрачн': 0.012039078093393909, 'мутноват': 0.08427354665375736}","{'элемент': 0.01138687120861245, 'кожн': 0.016368627362380397, 'сып': 0.029099781977565152, 'пузырек': 0.08729934593269545, 'содержим': 0.03273725472476079, 'везикул': 0.26189803779808635, 'полушаровидн': 0.26189803779808635, 'прозрачн': 0.03741400539972663, 'мутноват': 0.26189803779808635}"
71,"Миотические средства - лекарства, вызывающие сужение зрачка (миоз), при этом обычно улучшается отток жидкости из камер глаза, что ведет к снижению внутриглазного давления. Применяют при глаукоме.","{'вызыва': 0.0014529921836854717, 'жидкост': 0.002217724911940983, 'применя': 0.002718501504959915, 'вест': 0.01685470933075147, 'давлен': 0.004013026031131303, 'обычн': 0.00351139777723989, 'глаз': 0.002718501504959915, 'средств': 0.002160860170609163, 'миотическ': 0.08427354665375736, 'лекарств': 0.007661231513977942, 'сужен': 0.007661231513977942, 'зрачок': 0.01685470933075147, 'миоз': 0.08427354665375736, 'эт': 0.01685470933075147, 'улучша': 0.08427354665375736, 'отток': 0.01404559110895956, 'камер': 0.04213677332687868, 'снижен': 0.008427354665375735, 'внутриглазн': 0.02809118221791912, 'глауком': 0.04213677332687868}","{'вызыва': 0.003076171007682498, 'жидкост': 0.0046952083801469705, 'применя': 0.005755416724051125, 'вест': 0.03568358368911697, 'давлен': 0.00849609135455166, 'обычн': 0.007434079935232703, 'глаз': 0.005755416724051125, 'средств': 0.004574818421681663, 'миотическ': 0.17841791844558486, 'лекарств': 0.01621981076778044, 'сужен': 0.01621981076778044, 'зрачок': 0.03568358368911697, 'миоз': 0.17841791844558486, 'эт': 0.03568358368911697, 'улучша': 0.17841791844558486, 'отток': 0.02973631974093081, 'камер': 0.08920895922279243, 'снижен': 0.017841791844558485, 'внутриглазн': 0.05947263948186162, 'глауком': 0.08920895922279243}"
72,"Нейродермит - нервно-аллергическое заболевание кожи: сильный зуд, уплотнение и подчеркнутый рисунок кожи в очагах поражения, узелковые высыпания, отрубевидное шелушение.","{'заболеван': 0.0004506606772928201, 'кож': 0.0012039078093393908, 'нервн': 0.0006964755921798129, 'поражен': 0.00312124246865768, 'аллергическ': 0.006019539046696954, 'нейродерм': 0.08427354665375736, 'сильн': 0.012039078093393909, 'зуд': 0.01404559110895956, 'уплотнен': 0.02809118221791912, 'подчеркнут': 0.08427354665375736, 'рисунок': 0.08427354665375736, 'очаг': 0.00936372740597304, 'узелков': 0.08427354665375736, 'высыпан': 0.02809118221791912, 'отрубевидн': 0.08427354665375736, 'шелушен': 0.08427354665375736}","{'кож': 0.0019813605342335074, 'поражен': 0.005136860644309093, 'аллергическ': 0.009906802671167537, 'нейродерм': 0.1386952373963455, 'сильн': 0.019813605342335075, 'зуд': 0.02311587289939092, 'уплотнен': 0.04623174579878184, 'подчеркнут': 0.1386952373963455, 'рисунок': 0.1386952373963455, 'очаг': 0.01541058193292728, 'узелков': 0.1386952373963455, 'высыпан': 0.04623174579878184, 'отрубевидн': 0.1386952373963455, 'шелушен': 0.1386952373963455}"
73,"Затёки — скопление в тканях жидкого содержимого, чаще гноя, на некотором удалении от первичного очага и сообщающегося с ним.","{'жидк': 0.008427354665375735, 'част': 0.001053419333171967, 'ткан': 0.0006019539046696954, 'содержим': 0.01053419333171967, 'некотор': 0.0016854709330751472, 'гно': 0.02809118221791912, 'очаг': 0.00936372740597304, 'затек': 0.08427354665375736, 'скоплен': 0.008427354665375735, 'удален': 0.007661231513977942, 'первичн': 0.02106838666343934, 'сообща': 0.08427354665375736}","{'жидк': 0.03181821834047101, 'част': 0.003977277292558876, 'содержим': 0.03977277292558876, 'некотор': 0.006363643668094202, 'гно': 0.10606072780157004, 'очаг': 0.03535357593385668, 'затек': 0.3181821834047101, 'скоплен': 0.03181821834047101, 'удален': 0.02892565303679183, 'первичн': 0.07954554585117753, 'сообща': 0.3181821834047101}"
74,"Костный мозг - содержится во всех полостях костей. В красном костном мозге, заполняющем в течение первых лет жизни все полости костей, образуются форменные элементы крови - эритроциты, лейкоциты, тромбоциты. Желтый костный мозг, замещающий постепенно красный, состоит главным образом из жировых клеток.","{'кров': 0.0005333768775554263, 'формен': 0.02106838666343934, 'элемент': 0.003664067245815537, 'эритроц': 0.004213677332687868, 'лейкоц': 0.005618236443583824, 'тромбоц': 0.01404559110895956, 'клетк': 0.0006196584312776277, 'полост': 0.0016854709330751472, 'образовыва': 0.001478483274627322, 'содержа': 0.0020065130155656513, 'образ': 0.0024078156186787816, 'жизн': 0.006019539046696954, 'желт': 0.01404559110895956, 'ве': 0.002809118221791912, 'состоя': 0.0025537438379926473, 'главн': 0.0024786337251105107, 'костн': 0.0032412902559137446, 'мозг': 0.0012768719189963237, 'кост': 0.0032412902559137446, 'постепен': 0.01404559110895956, 'красн': 0.008427354665375735, 'заполня': 0.01404559110895956, 'течен': 0.005267096665859835, 'перв': 0.01685470933075147, 'год': 0.01685470933075147, 'замеща': 0.08427354665375736, 'жиров': 0.01053419333171967}","{'формен': 0.08036549718723385, 'элемент': 0.013976608206475453, 'эритроц': 0.01607309943744677, 'лейкоц': 0.021430799249929026, 'тромбоц': 0.05357699812482257, 'полост': 0.006429239774978709, 'образовыва': 0.005639684013139218, 'содержа': 0.007653856874974652, 'образ': 0.009184628249969583, 'жизн': 0.02296157062492396, 'желт': 0.05357699812482257, 'ве': 0.010715399624964513, 'состоя': 0.009741272386331377, 'главн': 0.009454764374968689, 'костн': 0.012363922644189824, 'мозг': 0.0048706361931656885, 'кост': 0.012363922644189824, 'постепен': 0.05357699812482257, 'красн': 0.03214619887489354, 'заполня': 0.05357699812482257, 'течен': 0.020091374296808462, 'перв': 0.06429239774978708, 'год': 0.06429239774978708, 'замеща': 0.3214619887489354, 'жиров': 0.040182748593616924}"
75,"Гипотензивные средства - лекарства, понижающие артериальное давление.","{'артериальн': 0.00702279555447978, 'давлен': 0.004013026031131303, 'средств': 0.002160860170609163, 'лекарств': 0.007661231513977942, 'гипотензивн': 0.08427354665375736, 'понижа': 0.04213677332687868}","{'артериальн': 0.04768710399695108, 'давлен': 0.027249773712543474, 'средств': 0.014672955075984949, 'лекарств': 0.05202229526940118, 'гипотензивн': 0.5722452479634129, 'понижа': 0.28612262398170646}"
76,"Гемолиз - разрушение эритроцитов крови с выделением в окружающую среду гемоглобина. В норме гемолиз завершает жизненный цикл эритроцитов (около 12 суток) и происходит в организме непрерывно. Патологический гемолиз происходит под влиянием гемолитических ядов, холода, некоторых лекарственных веществ (у чувствительных кним людей) и др. факторов. Характерен для гемолитических анемий.","{'кров': 0.0005333768775554263, 'эритроц': 0.004213677332687868, 'лекарствен': 0.003009769523348477, 'др': 0.0006532833073934679, 'организм': 0.0005046320158907626, 'человек': 0.0010404141562192267, 'яд': 0.01404559110895956, 'веществ': 0.0006741883732300589, 'характерн': 0.006019539046696954, 'чувствительн': 0.0049572674502210215, 'некотор': 0.0016854709330751472, 'разрушен': 0.01053419333171967, 'фактор': 0.006482580511827489, 'анем': 0.00936372740597304, 'гемоглобин': 0.007661231513977942, 'норм': 0.012039078093393909, 'происход': 0.00468186370298652, '12': 0.01053419333171967, 'гемолиз': 0.02809118221791912, 'выделен': 0.005618236443583824, 'окружа': 0.006019539046696954, 'сред': 0.0033709418661502944, 'заверша': 0.04213677332687868, 'жизнен': 0.01685470933075147, 'цикл': 0.007661231513977942, 'окол': 0.01685470933075147, 'сутк': 0.01404559110895956, 'непрерывн': 0.02106838666343934, 'патологическ': 0.00312124246865768, 'влиян': 0.00702279555447978, 'гемолитическ': 0.012039078093393909, 'холод': 0.01404559110895956, 'кним': 0.08427354665375736}","{'эритроц': 0.011132799738427178, 'лекарствен': 0.00795199981316227, 'человек': 0.0027488394415869574, 'яд': 0.03710933246142393, 'характерн': 0.01590399962632454, 'чувствительн': 0.013097411456973152, 'некотор': 0.004453119895370871, 'разрушен': 0.027831999346067945, 'фактор': 0.017127384212964888, 'анем': 0.02473955497428262, 'гемоглобин': 0.020241454069867597, 'норм': 0.03180799925264908, 'происход': 0.01236977748714131, '12': 0.027831999346067945, 'гемолиз': 0.07421866492284786, 'выделен': 0.01484373298456957, 'окружа': 0.01590399962632454, 'сред': 0.008906239790741743, 'заверша': 0.11132799738427178, 'жизнен': 0.04453119895370871, 'цикл': 0.020241454069867597, 'окол': 0.04453119895370871, 'сутк': 0.03710933246142393, 'непрерывн': 0.05566399869213589, 'патологическ': 0.008246518324760872, 'влиян': 0.018554666230711964, 'гемолитическ': 0.03180799925264908, 'холод': 0.03710933246142393, 'кним': 0.22265599476854356}"
77,"Инфузионная терапия - капельное внутривенное введение больших количеств жидкости (физиологического раствора, кровезаменителей, глюкозы и др.), часто с добавлением лекарственных веществ. Цельвосстановление должного содержания жидкости, химических элементов (кальций, калий, хлор и др.), необходимых для нормальной жизнедеятельности, а также удаление токсических веществ и стимуляция или, наоборот, снижение интенсивности работы органа.","{'част': 0.001053419333171967, 'элемент': 0.003664067245815537, 'лекарствен': 0.003009769523348477, 'др': 0.0006532833073934679, 'орга': 0.000543700300991983, 'нормальн': 0.004213677332687868, 'жизнедеятельн': 0.006482580511827489, 'жидкост': 0.002217724911940983, 'ил': 0.0003956504537735087, 'веществ': 0.0006741883732300589, 'введен': 0.00312124246865768, 'такж': 0.0019153078784944855, 'больш': 0.004013026031131303, 'интенсивн': 0.01685470933075147, 'химическ': 0.0032412902559137446, 'необходим': 0.007661231513977942, 'терап': 0.01053419333171967, 'количеств': 0.004213677332687868, 'снижен': 0.008427354665375735, 'удален': 0.007661231513977942, 'инфузион': 0.08427354665375736, 'капельн': 0.08427354665375736, 'внутривен': 0.00936372740597304, 'физиологическ': 0.0049572674502210215, 'раствор': 0.00702279555447978, 'кровезаменител': 0.01685470933075147, 'глюкоз': 0.01404559110895956, 'добавлен': 0.08427354665375736, 'цельвосстановлен': 0.08427354665375736, 'должн': 0.04213677332687868, 'содержан': 0.006482580511827489, 'кальц': 0.012039078093393909, 'кал': 0.01404559110895956, 'хлор': 0.08427354665375736, 'токсическ': 0.01053419333171967, 'стимуляц': 0.08427354665375736, 'наоборот': 0.08427354665375736, 'работ': 0.01404559110895956}","{'част': 0.001269597160981468, 'элемент': 0.004415990125152933, 'лекарствен': 0.003627420459947052, 'нормальн': 0.005078388643925872, 'жизнедеятельн': 0.007812905606039804, 'жидкост': 0.002672836128382038, 'введен': 0.003761769365871017, 'такж': 0.0023083584745117606, 'больш': 0.004836560613262736, 'интенсивн': 0.02031355457570349, 'химическ': 0.003906452803019902, 'необходим': 0.009233433898047042, 'терап': 0.012695971609814682, 'количеств': 0.005078388643925872, 'снижен': 0.010156777287851745, 'удален': 0.009233433898047042, 'инфузион': 0.10156777287851745, 'капельн': 0.10156777287851745, 'внутривен': 0.01128530809761305, 'физиологическ': 0.005974574875206909, 'раствор': 0.008463981073209788, 'кровезаменител': 0.02031355457570349, 'глюкоз': 0.016927962146419576, 'добавлен': 0.10156777287851745, 'цельвосстановлен': 0.10156777287851745, 'должн': 0.05078388643925873, 'содержан': 0.007812905606039804, 'кальц': 0.014509681839788208, 'кал': 0.016927962146419576, 'хлор': 0.10156777287851745, 'токсическ': 0.012695971609814682, 'стимуляц': 0.10156777287851745, 'наоборот': 0.10156777287851745, 'работ': 0.016927962146419576}"
78,"Психотропные средства - лекарства, оказывающие преимущественное влияние на психические свойства человека: антидепрессанты, нейролептические, психостимулирующие и седативные средства, транквилизаторы.","{'человек': 0.0010404141562192267, 'преимуществен': 0.00312124246865768, 'средств': 0.002160860170609163, 'психическ': 0.00702279555447978, 'лекарств': 0.007661231513977942, 'влиян': 0.00702279555447978, 'психотропн': 0.04213677332687868, 'оказыва': 0.01053419333171967, 'свойств': 0.004435449823881966, 'антидепрессант': 0.08427354665375736, 'нейролептическ': 0.04213677332687868, 'психостимулир': 0.04213677332687868, 'седативн': 0.08427354665375736, 'транквилизатор': 0.04213677332687868}","{'человек': 0.002737260862748456, 'преимуществен': 0.008211782588245368, 'средств': 0.00568508025340064, 'психическ': 0.01847651082355208, 'лекарств': 0.020156193625693177, 'влиян': 0.01847651082355208, 'психотропн': 0.11085906494131247, 'оказыва': 0.027714766235328116, 'свойств': 0.01166937525698026, 'антидепрессант': 0.22171812988262493, 'нейролептическ': 0.11085906494131247, 'психостимулир': 0.11085906494131247, 'седативн': 0.22171812988262493, 'транквилизатор': 0.11085906494131247}"
79,Бальнеотерапия - использование лечебного эффекта природной минеральной воды.,"{'вод': 0.0049572674502210215, 'лечебн': 0.0049572674502210215, 'природн': 0.012039078093393909, 'бальнеотерап': 0.08427354665375736, 'использован': 0.012039078093393909, 'эффект': 0.02106838666343934, 'минеральн': 0.01685470933075147}","{'вод': 0.03173883473135344, 'лечебн': 0.03173883473135344, 'природн': 0.07708002720471548, 'бальнеотерап': 0.5395601904330083, 'использован': 0.07708002720471548, 'эффект': 0.13489004760825207, 'минеральн': 0.10791203808660166}"
80,"Репродуктивная система  - половая система. Система органов, отвечающих за воспроизведение.","{'орга': 0.000543700300991983, 'полов': 0.001478483274627322, 'систем': 0.0007661231513977942, 'репродуктивн': 0.04213677332687868, 'отвеча': 0.02106838666343934, 'воспроизведен': 0.02809118221791912}","{'орга': 0.005778841789228959, 'полов': 0.01571439433913138, 'систем': 0.00814291343027717, 'репродуктивн': 0.44786023866524427, 'отвеча': 0.22393011933262214, 'воспроизведен': 0.2985734924434962}"
81,"Гемодиализ - метод лечения острой и хронической почечной недостаточности с помощью аппарата ""искусственная почка"".","{'лечен': 0.002217724911940983, 'хроническ': 0.00351139777723989, 'почечн': 0.012039078093393909, 'остр': 0.0025537438379926473, 'почк': 0.003830615756988971, 'помощ': 0.002718501504959915, 'метод': 0.0012578141291605576, 'гемодиализ': 0.08427354665375736, 'недостаточн': 0.005618236443583824, 'аппарат': 0.007661231513977942, 'искусствен': 0.006482580511827489}","{'лечен': 0.016780038484613916, 'хроническ': 0.026568394267305367, 'почечн': 0.09109163748790411, 'остр': 0.019322468558040266, 'почк': 0.0289837028370604, 'помощ': 0.020569079432752543, 'метод': 0.009517036752467593, 'гемодиализ': 0.6376414624153288, 'недостаточн': 0.042509430827688585, 'аппарат': 0.0579674056741208, 'искусствен': 0.0490493432627176}"
